image_path,class,source_dataset,original_label,domain,split
test/earthquake/rupakroy_Earthquake_9.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
test/earthquake/rupakroy_Earthquake_10.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
test/earthquake/rupakroy_Earthquake_11.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
test/earthquake/rupakroy_Earthquake_12.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
test/earthquake/rupakroy_Earthquake_13.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
test/earthquake/rupakroy_Earthquake_14.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
test/earthquake/rupakroy_Earthquake_15.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
test/earthquake/rupakroy_Earthquake_16.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
test/earthquake/rupakroy_Earthquake_17.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
test/earthquake/rupakroy_Earthquake_18.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
test/earthquake/rupakroy_Earthquake_19.jpg,earthquake,rupakroy,Earthquake,mixed_aerial_web,test
train/cyclone/rupakroy_Cyclone_0.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_1.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_2.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_3.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_4.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_5.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_6.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_7.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_8.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_9.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_10.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_11.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_12.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_13.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_14.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_15.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_16.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_17.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_18.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_19.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_20.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_21.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_22.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_23.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_24.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_25.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_26.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_27.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_28.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_29.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_30.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_31.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_32.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_33.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_34.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_35.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_36.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_37.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_38.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_39.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_40.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_41.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_42.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_43.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_44.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_45.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_46.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_47.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_48.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_49.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_50.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_51.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_52.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_53.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_54.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_55.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_56.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_57.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_58.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
train/cyclone/rupakroy_Cyclone_59.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,train
val/cyclone/rupakroy_Cyclone_0.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
val/cyclone/rupakroy_Cyclone_1.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
val/cyclone/rupakroy_Cyclone_2.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
val/cyclone/rupakroy_Cyclone_3.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
val/cyclone/rupakroy_Cyclone_4.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
val/cyclone/rupakroy_Cyclone_5.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
val/cyclone/rupakroy_Cyclone_6.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
val/cyclone/rupakroy_Cyclone_7.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
val/cyclone/rupakroy_Cyclone_8.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
val/cyclone/rupakroy_Cyclone_9.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
val/cyclone/rupakroy_Cyclone_10.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
val/cyclone/rupakroy_Cyclone_11.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
val/cyclone/rupakroy_Cyclone_12.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
val/cyclone/rupakroy_Cyclone_13.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
val/cyclone/rupakroy_Cyclone_14.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
val/cyclone/rupakroy_Cyclone_15.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
val/cyclone/rupakroy_Cyclone_16.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
val/cyclone/rupakroy_Cyclone_17.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
val/cyclone/rupakroy_Cyclone_18.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
val/cyclone/rupakroy_Cyclone_19.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,val
test/cyclone/rupakroy_Cyclone_0.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
test/cyclone/rupakroy_Cyclone_1.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
test/cyclone/rupakroy_Cyclone_2.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
test/cyclone/rupakroy_Cyclone_3.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
test/cyclone/rupakroy_Cyclone_4.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
test/cyclone/rupakroy_Cyclone_5.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
test/cyclone/rupakroy_Cyclone_6.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
test/cyclone/rupakroy_Cyclone_7.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
test/cyclone/rupakroy_Cyclone_8.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
test/cyclone/rupakroy_Cyclone_9.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
test/cyclone/rupakroy_Cyclone_10.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
test/cyclone/rupakroy_Cyclone_11.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
test/cyclone/rupakroy_Cyclone_12.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
test/cyclone/rupakroy_Cyclone_13.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
test/cyclone/rupakroy_Cyclone_14.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
test/cyclone/rupakroy_Cyclone_15.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
test/cyclone/rupakroy_Cyclone_16.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
test/cyclone/rupakroy_Cyclone_17.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
test/cyclone/rupakroy_Cyclone_18.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
test/cyclone/rupakroy_Cyclone_19.jpg,cyclone,rupakroy,Cyclone,mixed_aerial_web,test
